,CompanyID,CompanyName,Date,Value,CompanyClass
56,1413,HCW,01/12/2019,2509644.35,C-3
57,1413,HCW,01/01/2020,2762962.14,C-3
58,1413,HCW,01/02/2020,3156766.63,C-3
59,1413,HCW,01/03/2020,2761910.93,C-3
60,1413,HCW,01/04/2020,2315057.8,C-3
61,1413,HCW,01/05/2020,2500947.92,C-3
62,1413,HCW,01/06/2020,4230595.08,C-3
63,1413,HCW,01/07/2020,7009037.29,C-3
64,1413,HCW,01/08/2020,3463084.87,C-3
65,1413,HCW,01/09/2020,2417413.6,C-3
66,1413,HCW,01/10/2020,2471349.04,C-3
67,1413,HCW,01/11/2020,3102675.95,C-3
68,1413,HCW,01/12/2020,3398731.41,C-3
69,1413,HCW,01/01/2021,2947726.46,C-3
70,1413,HCW,01/02/2021,3501493.2,C-3
71,1413,HCW,01/03/2021,2944660.65,C-3
72,1413,HCW,01/04/2021,2546593.68,C-3
73,1413,HCW,01/05/2021,2627507.39,C-3
74,1413,HCW,01/06/2021,5593744.85,C-3
75,1413,HCW,01/07/2021,7597721.15,C-3
76,1413,HCW,01/08/2021,4318556.01,C-3
77,1413,HCW,01/09/2021,2536256.15,C-3
78,1413,HCW,01/10/2021,2660829.41,C-3
79,1413,HCW,01/11/2021,3087300.07,C-3
80,1413,HCW,01/12/2021,3079805,C-3
81,1413,HCW,01/01/2022,3308682.7,C-3
82,1413,HCW,01/02/2022,3369903.03,C-3
83,1413,HCW,01/03/2022,3404881.02,C-3
84,1413,HCW,01/04/2022,2954950.68,C-3
85,1413,HCW,01/05/2022,3509114.68,C-3
86,1496,iOnctura,01/06/2019,216.61,C-1
87,1496,iOnctura,01/07/2019,6227.4,C-1
88,1496,iOnctura,01/08/2019,13140.34,C-1
89,1496,iOnctura,01/09/2019,19148.06,C-1
90,1496,iOnctura,01/10/2019,28743.88,C-1
91,1496,iOnctura,01/11/2019,35943.89,C-1
92,1496,iOnctura,01/12/2019,52025.85,C-1
93,1496,iOnctura,01/01/2020,61585.24,C-1
94,1496,iOnctura,01/02/2020,78238,C-1
95,1496,iOnctura,01/03/2020,88672.52,C-1
96,1496,iOnctura,01/04/2020,107853.05,C-1
97,1496,iOnctura,01/05/2020,132434.55,C-1
98,1496,iOnctura,01/06/2020,144759.57,C-1
99,1496,iOnctura,01/07/2020,172935.92,C-1
100,1496,iOnctura,01/08/2020,205030.43,C-1
101,1496,iOnctura,01/09/2020,210521.44,C-1
102,1496,iOnctura,01/10/2020,258880.99,C-1
103,1496,iOnctura,01/11/2020,295216.82,C-1
104,1496,iOnctura,01/12/2020,354192.66,C-1
105,1496,iOnctura,01/01/2021,393001.26,C-1
106,1496,iOnctura,01/02/2021,448935.38,C-1
107,1496,iOnctura,01/03/2021,492336.14,C-1
108,1496,iOnctura,01/04/2021,518827.53,C-1
109,1496,iOnctura,01/05/2021,569086.04,C-1
110,1496,iOnctura,01/06/2021,583492.6,C-1
111,1496,iOnctura,01/07/2021,659996.56,C-1
112,1496,iOnctura,01/08/2021,692653.51,C-1
113,1496,iOnctura,01/09/2021,668500.32,C-1
114,1496,iOnctura,01/10/2021,769296.23,C-1
115,1496,iOnctura,01/11/2021,771455.82,C-1
116,1496,iOnctura,01/12/2021,822371.56,C-1
117,1496,iOnctura,01/01/2022,832916.57,C-1
118,1496,iOnctura,01/02/2022,896423.43,C-1
119,1496,iOnctura,01/03/2022,933576.77,C-1
120,1496,iOnctura,01/04/2022,918097.76,C-1
121,1496,iOnctura,01/05/2022,979347.83,C-1
122,1559,MedAnswers,01/10/2017,65.66,C-1
123,1559,MedAnswers,01/11/2017,20694.63,C-1
124,1559,MedAnswers,01/12/2017,9894.04,C-1
125,1559,MedAnswers,01/01/2018,9333.74,C-1
126,1559,MedAnswers,01/02/2018,8287.47,C-1
127,1559,MedAnswers,01/03/2018,12604.84,C-1
128,1559,MedAnswers,01/04/2018,12343.13,C-1
129,1559,MedAnswers,01/05/2018,30779.16,C-1
130,1559,MedAnswers,01/06/2018,36680.62,C-1
131,1559,MedAnswers,01/07/2018,59253.97,C-1
132,1559,MedAnswers,01/08/2018,93567.33,C-1
133,1559,MedAnswers,01/09/2018,129454.75,C-1
134,1559,MedAnswers,01/10/2018,298826.37,C-1
135,1559,MedAnswers,01/11/2018,188779.85,C-1
136,1559,MedAnswers,01/12/2018,181393.08,C-1
137,1559,MedAnswers,01/01/2019,192478.1,C-1
138,1559,MedAnswers,01/02/2019,175012.94,C-1
139,1559,MedAnswers,01/03/2019,218733.95,C-1
140,1559,MedAnswers,01/04/2019,203127.07,C-1
141,1559,MedAnswers,01/05/2019,214397.1,C-1
142,1559,MedAnswers,01/06/2019,209156.89,C-1
143,1559,MedAnswers,01/07/2019,218337.26,C-1
144,1559,MedAnswers,01/08/2019,224426.36,C-1
145,1559,MedAnswers,01/09/2019,263258.11,C-1
146,1559,MedAnswers,01/10/2019,264909.26,C-1
147,1559,MedAnswers,01/11/2019,257270.61,C-1
148,1559,MedAnswers,01/12/2019,243314.22,C-1
149,1559,MedAnswers,01/01/2020,227004.25,C-1
150,1559,MedAnswers,01/02/2020,200712.68,C-1
151,1559,MedAnswers,01/03/2020,272235.76,C-1
152,1559,MedAnswers,01/04/2020,268378.65,C-1
153,1559,MedAnswers,01/05/2020,270128.63,C-1
154,1559,MedAnswers,01/06/2020,288494.18,C-1
155,1559,MedAnswers,01/07/2020,328978.96,C-1
156,1559,MedAnswers,01/08/2020,262051.94,C-1
157,1559,MedAnswers,01/09/2020,351306.83,C-1
158,1559,MedAnswers,01/10/2020,467092.69,C-1
159,1559,MedAnswers,01/11/2020,413946.21,C-1
160,1559,MedAnswers,01/12/2020,364379.47,C-1
161,1559,MedAnswers,01/01/2021,342210.86,C-1
162,1559,MedAnswers,01/02/2021,340981.97,C-1
163,1559,MedAnswers,01/03/2021,416015.6,C-1
164,1559,MedAnswers,01/04/2021,442214.66,C-1
165,1559,MedAnswers,01/05/2021,566770.55,C-1
166,1559,MedAnswers,01/06/2021,296413.09,C-1
167,1559,MedAnswers,01/07/2021,391085.2,C-1
168,1559,MedAnswers,01/08/2021,565920.19,C-1
169,1559,MedAnswers,01/09/2021,705798.16,C-1
170,1559,MedAnswers,01/10/2021,914317.04,C-1
171,1559,MedAnswers,01/11/2021,1093291.75,C-1
172,1559,MedAnswers,01/12/2021,1004819.64,C-1
173,1559,MedAnswers,01/01/2022,1187643.04,C-1
174,1559,MedAnswers,01/02/2022,1020570.64,C-1
175,1559,MedAnswers,01/03/2022,1371273.64,C-1
176,1559,MedAnswers,01/04/2022,1351035.47,C-1
177,1559,MedAnswers,01/05/2022,1843725.55,C-1
178,1571,Macomics,01/08/2018,34986.9,C-1
179,1571,Macomics,01/09/2018,13142.15,C-1
180,1571,Macomics,01/10/2018,10948.25,C-1
181,1571,Macomics,01/11/2018,20501.41,C-1
182,1571,Macomics,01/12/2018,15357.82,C-1
183,1571,Macomics,01/01/2019,16181.59167,C-1
184,1571,Macomics,01/02/2019,34549.02667,C-1
185,1571,Macomics,01/03/2019,36250.24167,C-1
186,1571,Macomics,01/04/2019,19371.5725,C-1
187,1571,Macomics,01/05/2019,34479.77167,C-1
188,1571,Macomics,01/06/2019,52973.61917,C-1
189,1571,Macomics,01/07/2019,43353.4375,C-1
190,1571,Macomics,01/08/2019,62015.74917,C-1
191,1571,Macomics,01/09/2019,57969.49583,C-1
192,1571,Macomics,01/10/2019,56627.12417,C-1
193,1571,Macomics,01/11/2019,88724.65583,C-1
194,1571,Macomics,01/12/2019,74576.23167,C-1
195,1571,Macomics,01/01/2020,78311.46667,C-1
196,1571,Macomics,01/02/2020,84791.90667,C-1
197,1571,Macomics,01/03/2020,87437.52833,C-1
198,1571,Macomics,01/04/2020,88318.59583,C-1
199,1571,Macomics,01/05/2020,90869.6875,C-1
200,1571,Macomics,01/06/2020,95243.92583,C-1
201,1571,Macomics,01/07/2020,78311.76167,C-1
202,1571,Macomics,01/08/2020,124539.905,C-1
203,1571,Macomics,01/09/2020,136613.6708,C-1
204,1571,Macomics,01/10/2020,174429.0025,C-1
205,1571,Macomics,01/11/2020,220172.2642,C-1
206,1571,Macomics,01/12/2020,269320.045,C-1
207,1571,Macomics,01/01/2021,308235.3667,C-1
208,1571,Macomics,01/02/2021,232029.9133,C-1
209,1571,Macomics,01/03/2021,242956.2525,C-1
210,1571,Macomics,01/04/2021,252848.0733,C-1
211,1571,Macomics,01/05/2021,277495.4117,C-1
212,1571,Macomics,01/06/2021,292065.695,C-1
213,1571,Macomics,01/07/2021,318203.4033,C-1
214,1571,Macomics,01/08/2021,328452.0833,C-1
215,1571,Macomics,01/09/2021,347923.9425,C-1
216,1571,Macomics,01/10/2021,371008.1842,C-1
217,1571,Macomics,01/11/2021,400450.0233,C-1
218,1571,Macomics,01/12/2021,421245.9042,C-1
219,1571,Macomics,01/01/2022,445215.8975,C-1
220,1571,Macomics,01/02/2022,436219.0508,C-1
221,1571,Macomics,01/03/2022,451174.675,C-1
222,1571,Macomics,01/04/2022,451729.5225,C-1
223,1571,Macomics,01/05/2022,530857.69,C-1
224,1602,Algal,01/07/2019,1412059.18,C-2
225,1602,Algal,01/08/2019,1248514.49,C-2
226,1602,Algal,01/09/2019,1926628.78,C-2
227,1602,Algal,01/10/2019,1380788.85,C-2
228,1602,Algal,01/11/2019,1385939.61,C-2
229,1602,Algal,01/12/2019,2683043.84,C-2
230,1602,Algal,01/01/2020,1231101.83,C-2
231,1602,Algal,01/02/2020,1107838.07,C-2
232,1602,Algal,01/03/2020,1865602.49,C-2
233,1602,Algal,01/04/2020,1752815.68,C-2
234,1602,Algal,01/05/2020,1589083.85,C-2
235,1602,Algal,01/06/2020,1997411.25,C-2
236,1602,Algal,01/07/2020,1557826.62,C-2
237,1602,Algal,01/08/2020,1746852.68,C-2
238,1602,Algal,01/09/2020,2384264.04,C-2
239,1602,Algal,01/10/2020,1725253.24,C-2
240,1602,Algal,01/11/2020,2369493.18,C-2
241,1602,Algal,01/12/2020,3416155,C-2
242,1602,Algal,01/01/2021,1708793.57,C-2
243,1602,Algal,01/02/2021,1709239.94,C-2
244,1602,Algal,01/03/2021,2282982.82,C-2
245,1602,Algal,01/04/2021,1326354.85,C-2
246,1602,Algal,01/05/2021,1551112.97,C-2
247,1602,Algal,01/06/2021,1965193.5,C-2
248,1602,Algal,01/07/2021,1673714.6,C-2
249,1602,Algal,01/08/2021,1806493.14,C-2
250,1602,Algal,01/09/2021,2435187.97,C-2
251,1602,Algal,01/10/2021,2070552.12,C-2
252,1602,Algal,01/11/2021,1950843.36,C-2
253,1602,Algal,01/12/2021,2753418.65,C-2
254,1602,Algal,01/01/2022,1222751.22,C-2
255,1602,Algal,01/02/2022,1554840.54,C-2
256,1602,Algal,01/03/2022,2422919.17,C-2
257,1602,Algal,01/04/2022,2621824.81,C-2
258,1602,Algal,01/05/2022,2060118.17,C-2
259,1631,Polaris,01/07/2020,44875,C-3
260,1631,Polaris,01/08/2020,51929.11,C-3
261,1631,Polaris,01/09/2020,22370.47,C-3
262,1631,Polaris,01/10/2020,30332,C-3
263,1631,Polaris,01/11/2020,33239,C-3
264,1631,Polaris,01/12/2020,55620,C-3
265,1631,Polaris,01/01/2021,39986,C-3
266,1631,Polaris,01/02/2021,73216,C-3
267,1631,Polaris,01/03/2021,69020.77,C-3
268,1631,Polaris,01/04/2021,75846.12,C-3
269,1631,Polaris,01/05/2021,86894.62,C-3
270,1631,Polaris,01/06/2021,99521.46,C-3
271,1631,Polaris,01/07/2021,108980.17,C-3
272,1631,Polaris,01/08/2021,118727.4,C-3
273,1631,Polaris,01/09/2021,157772.3,C-3
274,1631,Polaris,01/10/2021,136875.94,C-3
275,1631,Polaris,01/11/2021,169207,C-3
276,1631,Polaris,01/12/2021,214876.62,C-3
277,1631,Polaris,01/01/2022,249240.74,C-3
278,1631,Polaris,01/02/2022,254681.07,C-3
279,1631,Polaris,01/03/2022,284501.83,C-3
280,1631,Polaris,01/04/2022,290851.1,C-3
281,1631,Polaris,01/05/2022,363921.65,C-3
282,1634,OncoSenX,01/04/2018,148977,C-1
283,1634,OncoSenX,01/05/2018,148977,C-1
284,1634,OncoSenX,01/06/2018,148977,C-1
285,1634,OncoSenX,01/07/2018,196754,C-1
286,1634,OncoSenX,01/08/2018,196754,C-1
287,1634,OncoSenX,01/09/2018,196754,C-1
288,1634,OncoSenX,01/10/2018,232129,C-1
289,1634,OncoSenX,01/11/2018,232129,C-1
290,1634,OncoSenX,01/12/2018,232129,C-1
291,1634,OncoSenX,01/01/2019,298636,C-1
292,1634,OncoSenX,01/02/2019,298636,C-1
293,1634,OncoSenX,01/03/2019,298636,C-1
294,1634,OncoSenX,01/04/2019,361040,C-1
295,1634,OncoSenX,01/05/2019,361040,C-1
296,1634,OncoSenX,01/06/2019,361040,C-1
297,1634,OncoSenX,01/07/2019,374015,C-1
298,1634,OncoSenX,01/08/2019,374015,C-1
299,1634,OncoSenX,01/09/2019,374015,C-1
300,1634,OncoSenX,01/10/2019,405379,C-1
301,1634,OncoSenX,01/11/2019,405379,C-1
302,1634,OncoSenX,01/12/2019,405379,C-1
303,1634,OncoSenX,01/01/2020,388244,C-1
304,1634,OncoSenX,01/02/2020,388244,C-1
305,1634,OncoSenX,01/03/2020,388244,C-1
306,1634,OncoSenX,01/04/2020,439865,C-1
307,1634,OncoSenX,01/05/2020,439865,C-1
308,1634,OncoSenX,01/06/2020,439865,C-1
309,1634,OncoSenX,01/07/2020,472670,C-1
310,1634,OncoSenX,01/08/2020,472670,C-1
311,1634,OncoSenX,01/09/2020,472670,C-1
312,1634,OncoSenX,01/10/2020,510654,C-1
313,1634,OncoSenX,01/11/2020,510654,C-1
314,1634,OncoSenX,01/12/2020,510654,C-1
315,1634,OncoSenX,01/01/2021,582212,C-1
316,1634,OncoSenX,01/02/2021,582212,C-1
317,1634,OncoSenX,01/03/2021,582212,C-1
318,1634,OncoSenX,01/04/2021,622845,C-1
319,1634,OncoSenX,01/05/2021,622845,C-1
320,1634,OncoSenX,01/06/2021,622845,C-1
321,1634,OncoSenX,01/07/2021,615887,C-1
322,1634,OncoSenX,01/08/2021,615887,C-1
323,1634,OncoSenX,01/09/2021,615887,C-1
324,1634,OncoSenX,01/10/2021,674324,C-1
325,1634,OncoSenX,01/11/2021,674324,C-1
326,1634,OncoSenX,01/12/2021,674324,C-1
327,1634,OncoSenX,01/01/2022,749330,C-1
328,1634,OncoSenX,01/02/2022,749330,C-1
329,1634,OncoSenX,01/03/2022,749330,C-1
330,1634,OncoSenX,01/04/2022,775595,C-1
331,1634,OncoSenX,01/05/2022,775595,C-1
332,1638,Mesentech,01/01/2018,1700,C-3
333,1638,Mesentech,01/02/2018,11589,C-3
334,1638,Mesentech,01/03/2018,14155,C-3
335,1638,Mesentech,01/04/2018,17622,C-3
336,1638,Mesentech,01/05/2018,19783,C-3
337,1638,Mesentech,01/06/2018,23844,C-3
338,1638,Mesentech,01/07/2018,26644,C-3
339,1638,Mesentech,01/08/2018,27649,C-3
340,1638,Mesentech,01/09/2018,28141,C-3
341,1638,Mesentech,01/10/2018,30375,C-3
342,1638,Mesentech,01/11/2018,30702,C-3
343,1638,Mesentech,01/12/2018,30967,C-3
344,1638,Mesentech,01/01/2019,31339,C-3
345,1638,Mesentech,01/02/2019,30972,C-3
346,1638,Mesentech,01/03/2019,31082,C-3
347,1638,Mesentech,01/04/2019,32017,C-3
348,1638,Mesentech,01/05/2019,30566,C-3
349,1638,Mesentech,01/06/2019,26740,C-3
350,1638,Mesentech,01/07/2019,25978,C-3
351,1638,Mesentech,01/08/2019,25732,C-3
352,1638,Mesentech,01/09/2019,24111,C-3
353,1638,Mesentech,01/10/2019,26028,C-3
354,1638,Mesentech,01/11/2019,27175,C-3
355,1638,Mesentech,01/12/2019,30260,C-3
356,1638,Mesentech,01/01/2020,32091,C-3
357,1638,Mesentech,01/02/2020,46013,C-3
358,1638,Mesentech,01/03/2020,47034,C-3
359,1638,Mesentech,01/04/2020,52754,C-3
360,1638,Mesentech,01/05/2020,52529,C-3
361,1638,Mesentech,01/06/2020,51555,C-3
362,1638,Mesentech,01/07/2020,116379,C-3
363,1638,Mesentech,01/08/2020,117580,C-3
364,1638,Mesentech,01/09/2020,117930,C-3
365,1638,Mesentech,01/10/2020,534319,C-3
366,1638,Mesentech,01/11/2020,173379,C-3
367,1638,Mesentech,01/12/2020,156929,C-3
368,1638,Mesentech,01/01/2021,168152,C-3
369,1638,Mesentech,01/02/2021,170036,C-3
370,1638,Mesentech,01/03/2021,167080,C-3
371,1638,Mesentech,01/04/2021,166230,C-3
372,1638,Mesentech,01/05/2021,171571,C-3
373,1638,Mesentech,01/06/2021,170406,C-3
374,1638,Mesentech,01/07/2021,170406,C-3
375,1638,Mesentech,01/08/2021,175102.37,C-3
376,1638,Mesentech,01/09/2021,174567,C-3
377,1638,Mesentech,01/10/2021,175217,C-3
378,1638,Mesentech,01/11/2021,264855.54,C-3
379,1638,Mesentech,01/12/2021,250588.87,C-3
380,1638,Mesentech,01/01/2022,256527.32,C-3
381,1638,Mesentech,01/02/2022,282693.82,C-3
382,1638,Mesentech,01/03/2022,182101,C-3
383,1638,Mesentech,01/04/2022,275272.98,C-3
384,1638,Mesentech,01/05/2022,182047.98,C-3
385,1683,Alderaan,01/02/2017,407215.37,C-1
386,1683,Alderaan,01/03/2017,486307.52,C-1
387,1683,Alderaan,01/04/2017,707531.75,C-1
388,1683,Alderaan,01/05/2017,534595.29,C-1
389,1683,Alderaan,01/06/2017,689044.2,C-1
390,1683,Alderaan,01/07/2017,1037319.26,C-1
391,1683,Alderaan,01/08/2017,788536.94,C-1
392,1683,Alderaan,01/09/2017,1038745.63,C-1
393,1683,Alderaan,01/10/2017,1133513.89,C-1
394,1683,Alderaan,01/11/2017,1121285.93,C-1
395,1683,Alderaan,01/12/2017,1878489.19,C-1
396,1683,Alderaan,01/01/2018,1905348.09,C-1
397,1683,Alderaan,01/02/2018,1985322.88,C-1
398,1683,Alderaan,01/03/2018,1662558.16,C-1
399,1683,Alderaan,01/04/2018,1959351.04,C-1
400,1683,Alderaan,01/05/2018,1652145.16,C-1
401,1683,Alderaan,01/06/2018,2379193.14,C-1
402,1683,Alderaan,01/07/2018,1798092.06,C-1
403,1683,Alderaan,01/08/2018,1985658.58,C-1
404,1683,Alderaan,01/09/2018,2195766.99,C-1
405,1683,Alderaan,01/10/2018,2358096.18,C-1
406,1683,Alderaan,01/11/2018,2415195.78,C-1
407,1683,Alderaan,01/12/2018,1941775.7,C-1
408,1683,Alderaan,01/01/2019,1714222.1,C-1
409,1683,Alderaan,01/02/2019,2695583.17,C-1
410,1683,Alderaan,01/03/2019,1676216.8,C-1
411,1683,Alderaan,01/04/2019,2514397.66,C-1
412,1683,Alderaan,01/05/2019,1565521.78,C-1
413,1683,Alderaan,01/06/2019,2066822.47,C-1
414,1683,Alderaan,01/07/2019,2151445.46,C-1
415,1683,Alderaan,01/08/2019,2312124.91,C-1
416,1683,Alderaan,01/09/2019,2781083.92,C-1
417,1683,Alderaan,01/10/2019,2627030.98,C-1
418,1683,Alderaan,01/11/2019,1979773.71,C-1
419,1683,Alderaan,01/12/2019,2168733.45,C-1
420,1683,Alderaan,01/01/2020,2559236.11,C-1
421,1683,Alderaan,01/02/2020,2368855.8,C-1
422,1683,Alderaan,01/03/2020,3131536.82,C-1
423,1683,Alderaan,01/04/2020,1539661.16,C-1
424,1683,Alderaan,01/05/2020,905438.18,C-1
425,1683,Alderaan,01/06/2020,1872981.17,C-1
426,1683,Alderaan,01/07/2020,5242289.09,C-1
427,1683,Alderaan,01/08/2020,1842557.11,C-1
428,1683,Alderaan,01/09/2020,1631354.68,C-1
429,1683,Alderaan,01/10/2020,1524169.46,C-1
430,1683,Alderaan,01/11/2020,1561861.31,C-1
431,1683,Alderaan,01/12/2020,1587197.07,C-1
432,1683,Alderaan,01/01/2021,2311923.96,C-1
433,1683,Alderaan,01/02/2021,1696509.2,C-1
434,1683,Alderaan,01/03/2021,1724318.93,C-1
435,1683,Alderaan,01/04/2021,1950994.45,C-1
436,1683,Alderaan,01/05/2021,1762173.24,C-1
437,1683,Alderaan,01/06/2021,1811327.63,C-1
438,1683,Alderaan,01/07/2021,2515737.82,C-1
439,1683,Alderaan,01/08/2021,4433976.48,C-1
440,1683,Alderaan,01/09/2021,6029650.94,C-1
441,1683,Alderaan,01/10/2021,6005390.71,C-1
442,1683,Alderaan,01/11/2021,8516808.77,C-1
443,1683,Alderaan,01/12/2021,5316851.3,C-1
444,1683,Alderaan,01/01/2022,6721174.87,C-1
445,1683,Alderaan,01/02/2022,5301012.4,C-1
446,1683,Alderaan,01/03/2022,3480690.92,C-1
447,1683,Alderaan,01/04/2022,6691598.65,C-1
448,1683,Alderaan,01/05/2022,3006567.88,C-1
449,1687,Eikonizo,01/02/2020,46457.5,C-1
450,1687,Eikonizo,01/03/2020,29450,C-1
451,1687,Eikonizo,01/04/2020,37270,C-1
452,1687,Eikonizo,01/05/2020,41023.22,C-1
453,1687,Eikonizo,01/06/2020,44375,C-1
454,1687,Eikonizo,01/07/2020,25101.75,C-1
455,1687,Eikonizo,01/08/2020,18608.25,C-1
456,1687,Eikonizo,01/09/2020,215491.75,C-1
457,1687,Eikonizo,01/10/2020,175533.01,C-1
458,1687,Eikonizo,01/11/2020,152799.15,C-1
459,1687,Eikonizo,01/12/2020,240097.88,C-1
460,1687,Eikonizo,01/01/2021,355916.24,C-1
461,1687,Eikonizo,01/02/2021,279927,C-1
462,1687,Eikonizo,01/03/2021,202048.25,C-1
463,1687,Eikonizo,01/04/2021,523147.87,C-1
464,1687,Eikonizo,01/05/2021,86095.21,C-1
465,1687,Eikonizo,01/06/2021,574514.62,C-1
466,1687,Eikonizo,01/07/2021,191881.13,C-1
467,1687,Eikonizo,01/08/2021,795596.48,C-1
468,1687,Eikonizo,01/09/2021,516321.02,C-1
469,1687,Eikonizo,01/10/2021,509421.47,C-1
470,1687,Eikonizo,01/11/2021,482076.77,C-1
471,1687,Eikonizo,01/12/2021,1473665.5,C-1
472,1687,Eikonizo,01/01/2022,1186960.37,C-1
473,1687,Eikonizo,01/02/2022,518886.96,C-1
474,1687,Eikonizo,01/03/2022,474015.01,C-1
475,1687,Eikonizo,01/04/2022,841900.52,C-1
476,1687,Eikonizo,01/05/2022,1151865.75,C-1
477,1785,CaroCure,01/07/2018,630940.76,C-2
478,1785,CaroCure,01/08/2018,622925.7,C-2
479,1785,CaroCure,01/09/2018,703153.47,C-2
480,1785,CaroCure,01/10/2018,701228.64,C-2
481,1785,CaroCure,01/11/2018,765886.19,C-2
482,1785,CaroCure,01/12/2018,801448.32,C-2
483,1785,CaroCure,01/01/2019,800582.02,C-2
484,1785,CaroCure,01/02/2019,885139.88,C-2
485,1785,CaroCure,01/03/2019,872483.94,C-2
486,1785,CaroCure,01/04/2019,948082.64,C-2
487,1785,CaroCure,01/05/2019,966446.4,C-2
488,1785,CaroCure,01/06/2019,1023188.99,C-2
489,1785,CaroCure,01/07/2019,1050188.31,C-2
490,1785,CaroCure,01/08/2019,974412.01,C-2
491,1785,CaroCure,01/09/2019,1105350.49,C-2
492,1785,CaroCure,01/10/2019,1146879.82,C-2
493,1785,CaroCure,01/11/2019,1181490.22,C-2
494,1785,CaroCure,01/12/2019,1201404.19,C-2
495,1785,CaroCure,01/01/2020,1276296.88,C-2
496,1785,CaroCure,01/02/2020,1315464.83,C-2
497,1785,CaroCure,01/03/2020,1326933.99,C-2
498,1785,CaroCure,01/04/2020,1379012.95,C-2
499,1785,CaroCure,01/05/2020,1402637.03,C-2
500,1785,CaroCure,01/06/2020,1482107.4,C-2
501,1785,CaroCure,01/07/2020,1447144.84,C-2
502,1785,CaroCure,01/08/2020,1405400.56,C-2
503,1785,CaroCure,01/09/2020,1527525.25,C-2
504,1785,CaroCure,01/10/2020,1511582.81,C-2
505,1785,CaroCure,01/11/2020,1585620.27,C-2
506,1785,CaroCure,01/12/2020,1561824.69,C-2
507,1785,CaroCure,01/01/2021,1643605.97,C-2
508,1785,CaroCure,01/02/2021,1641305.58,C-2
509,1785,CaroCure,01/03/2021,1642508.9,C-2
510,1785,CaroCure,01/04/2021,1768329.96,C-2
511,1785,CaroCure,01/05/2021,1764795.24,C-2
512,1785,CaroCure,01/06/2021,1797531.74,C-2
513,1785,CaroCure,01/07/2021,1821184.88,C-2
514,1785,CaroCure,01/08/2021,1729309.64,C-2
515,1785,CaroCure,01/09/2021,1835234.16,C-2
516,1785,CaroCure,01/10/2021,1750503.98,C-2
517,1785,CaroCure,01/11/2021,1823068.93,C-2
518,1785,CaroCure,01/12/2021,1782929.14,C-2
519,1785,CaroCure,01/01/2022,1833848.49,C-2
520,1785,CaroCure,01/02/2022,1892401.85,C-2
521,1785,CaroCure,01/03/2022,1894481.78,C-2
522,1785,CaroCure,01/04/2022,1965861.14,C-2
